"Tracking Number","Amount Receivables","Amount Received","Outstanding Amount","Deposit Date","Company Name","Order Number","City Name","Delivery Date","Reporting Days"
5005651160,423.23,244.00,179.23,"2018-07-26 00:00:00",TCS,386444492,karachi,"2018-07-12 00:00:00",+55
5005652732,744.00,565.00,179.00,"2018-07-26 00:00:00",TCS,334468492,karachi,"2018-07-13 00:00:00",+54
5005646637,744.00,586.00,158.00,"2018-07-30 00:00:00",TCS,373478162,karachi,"2018-07-04 00:00:00",+63
5005654672,1130.66,952.00,178.66,"2018-07-26 00:00:00",TCS,345154292,karachi,"2018-07-16 00:00:00",+51
5005655179,348.50,190.00,158.50,"2018-07-26 00:00:00",TCS,394314292,karachi,"2018-07-16 00:00:00",+51
5005653102,332.17,153.00,179.17,"2018-07-26 00:00:00",TCS,341577492,karachi,"2018-07-15 00:00:00",+52
5005655913,372.11,214.00,158.11,"2018-07-26 00:00:00",TCS,311239292,karachi,"2018-07-17 00:00:00",+50
5005653522,588.17,430.00,158.17,"2018-07-26 00:00:00",TCS,368235492,karachi,"2018-07-14 00:00:00",+53
5005645717,646.50,488.00,158.50,"2018-07-30 00:00:00",TCS,365756162,karachi,"2018-07-04 00:00:00",+63
5004756449,229.00,70.00,159.00,"2018-07-26 00:00:00",TCS,366436292,karachi,"2018-07-17 00:00:00",+50
5005651686,1678.26,1520.00,158.26,"2018-07-26 00:00:00",TCS,371853362,karachi,"2018-07-12 00:00:00",+55
5005653871,548.75,370.00,178.75,"2018-07-26 00:00:00",TCS,378851492,karachi,"2018-07-15 00:00:00",+52
5005649885,314.87,136.00,178.87,"2018-07-26 00:00:00",TCS,386587362,karachi,"2018-07-11 00:00:00",+56
5005652050,698.75,541.00,157.75,"2018-07-26 00:00:00",TCS,372852492,karachi,"2018-07-12 00:00:00",+55
5005654260,338.00,159.00,179.00,"2018-07-26 00:00:00",TCS,329693492,karachi,"2018-07-13 00:00:00",+54
5005650814,544.00,386.00,158.00,"2018-07-26 00:00:00",TCS,384383362,karachi,"2018-07-10 00:00:00",+57
5005652410,600.68,422.00,178.68,"2018-07-26 00:00:00",TCS,395149492,karachi,"2018-07-13 00:00:00",+54
5005651251,238.80,81.00,157.80,"2018-07-26 00:00:00",TCS,372663362,karachi,"2018-07-13 00:00:00",+54
5005652785,224.00,66.00,158.00,"2018-07-26 00:00:00",TCS,379928492,karachi,"2018-07-12 00:00:00",+55
5005644135,2662.00,2519.00,143.00,"2018-07-30 00:00:00",TCS,375555562,karachi,"2018-07-04 00:00:00",+63
5005654758,732.66,575.00,157.66,"2018-07-26 00:00:00",TCS,317124292,karachi,"2018-07-16 00:00:00",+51
5005655234,398.50,240.00,158.50,"2018-07-26 00:00:00",TCS,372172292,karachi,"2018-07-16 00:00:00",+51
5005653157,498.00,340.00,158.00,"2018-07-26 00:00:00",TCS,376645492,karachi,"2018-07-14 00:00:00",+53
5005656116,1023.17,865.00,158.17,"2018-07-26 00:00:00",TCS,376379292,karachi,"2018-07-17 00:00:00",+50
5005653581,1297.00,1139.00,158.00,"2018-07-26 00:00:00",TCS,371125492,karachi,"2018-07-14 00:00:00",+53
5005645830,281.00,102.00,179.00,"2018-07-30 00:00:00",TCS,322262162,karachi,"2018-07-04 00:00:00",+63
5004756588,1017.00,750.00,267.00,"2018-07-26 00:00:00",TCS,314385292,karachi,"2018-07-17 00:00:00",+50
5005651742,593.87,436.00,157.87,"2018-07-26 00:00:00",TCS,353173362,karachi,"2018-07-11 00:00:00",+56
5005653943,2745.00,2478.00,267.00,"2018-07-26 00:00:00",TCS,386423492,karachi,"2018-07-16 00:00:00",+51
5005650126,374.00,195.00,179.00,"2018-07-26 00:00:00",TCS,369557362,karachi,"2018-07-11 00:00:00",+56
5005652106,354.00,175.00,179.00,"2018-07-26 00:00:00",TCS,358926492,karachi,"2018-07-12 00:00:00",+55
5005654321,463.17,305.00,158.17,"2018-07-26 00:00:00",TCS,381723492,karachi,"2018-07-16 00:00:00",+51
5005650895,349.00,170.00,179.00,"2018-07-26 00:00:00",TCS,394331362,karachi,"2018-07-17 00:00:00",+50
5005652480,208.00,50.00,158.00,"2018-07-26 00:00:00",TCS,397599492,karachi,"2018-07-12 00:00:00",+55
5005651317,944.00,786.00,158.00,"2018-07-26 00:00:00",TCS,389382492,karachi,"2018-07-15 00:00:00",+52
5005652841,634.00,476.00,158.00,"2018-07-26 00:00:00",TCS,322188492,karachi,"2018-07-12 00:00:00",+55
5005645588,522.66,380.00,142.66,"2018-07-30 00:00:00",TCS,378534162,karachi,"2018-07-04 00:00:00",+63
5005654868,239.00,81.00,158.00,"2018-07-26 00:00:00",TCS,367254292,karachi,"2018-07-16 00:00:00",+51
5005655318,898.00,740.00,158.00,"2018-07-26 00:00:00",TCS,385826292,karachi,"2018-07-16 00:00:00",+51
5005653237,998.75,820.00,178.75,"2018-07-26 00:00:00",TCS,375837492,karachi,"2018-07-13 00:00:00",+54
5004756180,229.00,70.00,159.00,"2018-07-30 00:00:00",TCS,315374162,karachi,"2018-07-03 00:00:00",+64
5005653648,404.00,225.00,179.00,"2018-07-26 00:00:00",TCS,392821492,karachi,"2018-07-14 00:00:00",+53
5005646725,262.32,104.00,158.32,"2018-07-26 00:00:00",TCS,376718162,karachi,"2018-07-04 00:00:00",+63
5005651808,258.70,101.00,157.70,"2018-07-26 00:00:00",TCS,347354492,karachi,"2018-07-11 00:00:00",+56
5005654015,410.50,231.00,179.50,"2018-07-26 00:00:00",TCS,397293492,karachi,"2018-07-13 00:00:00",+54
5005650302,1578.50,1420.00,158.50,"2018-07-26 00:00:00",TCS,393457362,karachi,"2018-07-11 00:00:00",+56
5005652170,1065.33,364.00,701.33,"2018-07-26 00:00:00",TCS,363756492,karachi,"2018-07-12 00:00:00",+55
5005654387,1298.00,1140.00,158.00,"2018-07-26 00:00:00",TCS,378293492,karachi,"2018-07-16 00:00:00",+51
5005650979,1996.00,1838.00,158.00,"2018-07-26 00:00:00",TCS,393244492,karachi,"2018-07-13 00:00:00",+54
5005652560,449.50,271.00,178.50,"2018-07-26 00:00:00",TCS,376648492,karachi,"2018-07-13 00:00:00",+54
5005651396,744.00,586.00,158.00,"2018-07-26 00:00:00",TCS,385374492,karachi,"2018-07-12 00:00:00",+55
5005652894,534.00,376.00,158.00,"2018-07-26 00:00:00",TCS,385418492,karachi,"2018-07-14 00:00:00",+53
5005646118,1398.50,1240.00,158.50,"2018-07-30 00:00:00",TCS,386259162,karachi,"2018-07-04 00:00:00",+63
5005645920,198.50,55.00,143.50,"2018-07-30 00:00:00",TCS,339919162,karachi,"2018-07-04 00:00:00",+63
5005654433,698.00,431.00,267.00,"2018-07-26 00:00:00",TCS,374183492,karachi,"2018-07-15 00:00:00",+52
5005654943,748.50,354.00,394.50,"2018-07-26 00:00:00",TCS,365172292,karachi,"2018-07-14 00:00:00",+53
5005652934,744.00,565.00,179.00,"2018-07-26 00:00:00",TCS,399697492,karachi,"2018-07-13 00:00:00",+54
5005655415,481.50,324.00,157.50,"2018-07-26 00:00:00",TCS,314956292,karachi,"2018-07-17 00:00:00",+50
5005653311,325.00,167.00,158.00,"2018-07-26 00:00:00",TCS,395817492,karachi,"2018-07-13 00:00:00",+54
5004756267,249.00,90.00,159.00,"2018-07-30 00:00:00",TCS,318444162,karachi,"2018-07-03 00:00:00",+64
5005651452,271.90,93.00,178.90,"2018-07-26 00:00:00",TCS,369114492,karachi,"2018-07-11 00:00:00",+56
5005653702,640.00,461.00,179.00,"2018-07-26 00:00:00",TCS,327275492,karachi,"2018-07-14 00:00:00",+53
5005648321,2298.00,1597.00,701.00,"2018-07-26 00:00:00",TCS,394694362,karachi,"2018-07-12 00:00:00",+55
5005651872,1038.80,881.00,157.80,"2018-07-26 00:00:00",TCS,341932492,karachi,"2018-07-11 00:00:00",+56
5005654092,644.00,486.00,158.00,"2018-07-26 00:00:00",TCS,395463492,karachi,"2018-07-16 00:00:00",+51
5005650428,932.66,754.00,178.66,"2018-07-26 00:00:00",TCS,378361362,karachi,"2018-07-11 00:00:00",+56
5005652229,2394.00,2236.00,158.00,"2018-07-26 00:00:00",TCS,386356492,karachi,"2018-07-13 00:00:00",+54
5005651042,490.00,332.00,158.00,"2018-07-26 00:00:00",TCS,399664492,karachi,"2018-07-11 00:00:00",+56
5005652619,369.80,212.00,157.80,"2018-07-26 00:00:00",TCS,347376492,karachi,"2018-07-12 00:00:00",+55
5005646259,277.58,120.00,157.58,"2018-07-30 00:00:00",TCS,389636162,karachi,"2018-07-04 00:00:00",+63
5005646599,1925.00,1782.00,143.00,"2018-07-30 00:00:00",TCS,375239162,karachi,"2018-07-04 00:00:00",+63
5005654509,1245.00,1087.00,158.00,"2018-07-26 00:00:00",TCS,349364292,karachi,"2018-07-16 00:00:00",+51
5005655035,523.50,237.00,286.50,"2018-07-26 00:00:00",TCS,345952292,karachi,"2018-07-14 00:00:00",+53
5005652984,1065.33,907.00,158.33,"2018-07-26 00:00:00",TCS,364387492,karachi,"2018-07-12 00:00:00",+55
5005655588,1914.50,1735.00,179.50,"2018-07-26 00:00:00",TCS,394399292,karachi,"2018-07-16 00:00:00",+51
5005653381,405.00,226.00,179.00,"2018-07-26 00:00:00",TCS,322245492,karachi,"2018-07-14 00:00:00",+53
5005645383,474.00,316.00,158.00,"2018-07-30 00:00:00",TCS,376466162,karachi,"2018-07-04 00:00:00",+63
5004756336,299.00,32.00,267.00,"2018-07-26 00:00:00",TCS,364277492,karachi,"2018-07-13 00:00:00",+54
5005651534,1024.00,323.00,701.00,"2018-07-26 00:00:00",TCS,365462492,karachi,"2018-07-11 00:00:00",+56
5005653760,1389.00,1231.00,158.00,"2018-07-26 00:00:00",TCS,388325492,karachi,"2018-07-13 00:00:00",+54
5005649070,458.00,300.00,158.00,"2018-07-26 00:00:00",TCS,397232362,karachi,"2018-07-13 00:00:00",+54
5005651944,598.00,440.00,158.00,"2018-07-26 00:00:00",TCS,382973362,karachi,"2018-07-11 00:00:00",+56
5005654143,864.34,706.00,158.34,"2018-07-26 00:00:00",TCS,375593492,karachi,"2018-07-16 00:00:00",+51
5005650564,498.00,340.00,158.00,"2018-07-26 00:00:00",TCS,378661362,karachi,"2018-07-10 00:00:00",+57
5005652289,718.04,539.00,179.04,"2018-07-26 00:00:00",TCS,382589492,karachi,"2018-07-13 00:00:00",+54
5005651100,216.33,37.00,179.33,"2018-07-26 00:00:00",TCS,381753362,karachi,"2018-07-13 00:00:00",+54
5005652688,1638.00,503.00,1135.00,"2018-07-26 00:00:00",TCS,393628492,karachi,"2018-07-14 00:00:00",+53
5005646440,282.50,124.00,158.50,"2018-07-30 00:00:00",TCS,394916162,karachi,"2018-07-04 00:00:00",+63
5005654606,1798.00,1640.00,158.00,"2018-07-26 00:00:00",TCS,386294292,karachi,"2018-07-14 00:00:00",+53
5005655122,244.00,65.00,179.00,"2018-07-26 00:00:00",TCS,394142292,karachi,"2018-07-16 00:00:00",+51
5005653046,314.00,156.00,158.00,"2018-07-26 00:00:00",TCS,398417492,karachi,"2018-07-12 00:00:00",+55
5005655760,732.17,574.00,158.17,"2018-07-26 00:00:00",TCS,376379292,karachi,"2018-07-17 00:00:00",+50
5005653461,904.41,746.00,158.41,"2018-07-26 00:00:00",TCS,395575492,karachi,"2018-07-13 00:00:00",+54
5005645566,1338.00,1051.00,287.00,"2018-07-30 00:00:00",TCS,367416162,karachi,"2018-07-04 00:00:00",+63
5004756392,2198.90,1931.00,267.90,"2018-07-26 00:00:00",TCS,395163492,karachi,"2018-07-14 00:00:00",+53
5005651622,1048.75,870.00,178.75,"2018-07-26 00:00:00",TCS,386496492,karachi,"2018-07-11 00:00:00",+56
5005653813,664.80,507.00,157.80,"2018-07-26 00:00:00",TCS,371881492,karachi,"2018-07-14 00:00:00",+53
5005649541,239.80,82.00,157.80,"2018-07-26 00:00:00",TCS,343778362,karachi,"2018-07-09 00:00:00",+58
5005652003,235.00,77.00,158.00,"2018-07-26 00:00:00",TCS,387949492,karachi,"2018-07-12 00:00:00",+55
5005654197,994.00,836.00,158.00,"2018-07-26 00:00:00",TCS,397893492,karachi,"2018-07-16 00:00:00",+51
5005650687,1142.00,984.00,158.00,"2018-07-26 00:00:00",TCS,326185362,karachi,"2018-07-10 00:00:00",+57
5005652350,1588.00,1430.00,158.00,"2018-07-26 00:00:00",TCS,397929492,karachi,"2018-07-16 00:00:00",+51
5005651164,944.00,765.00,179.00,"2018-07-26 00:00:00",TCS,349542492,karachi,"2018-07-11 00:00:00",+56
5005652735,349.76,192.00,157.76,"2018-07-26 00:00:00",TCS,338568492,karachi,"2018-07-12 00:00:00",+55
5005646652,379.50,201.00,178.50,"2018-07-30 00:00:00",TCS,343878162,karachi,"2018-07-04 00:00:00",+63
5005654679,2679.00,2304.00,375.00,"2018-07-26 00:00:00",TCS,378674292,karachi,"2018-07-16 00:00:00",+51
5005655184,698.00,540.00,158.00,"2018-07-26 00:00:00",TCS,376154292,karachi,"2018-07-16 00:00:00",+51
5005653109,832.17,674.00,158.17,"2018-07-26 00:00:00",TCS,375137492,karachi,"2018-07-13 00:00:00",+54
5005655923,613.87,347.00,266.87,"2018-07-26 00:00:00",TCS,318839292,karachi,"2018-07-17 00:00:00",+50
5005653529,594.00,436.00,158.00,"2018-07-26 00:00:00",TCS,397275492,karachi,"2018-07-14 00:00:00",+53
5005645724,2002.09,1084.00,918.09,"2018-07-30 00:00:00",TCS,369449162,karachi,"2018-07-03 00:00:00",+64
5004756453,488.69,329.00,159.69,"2018-07-26 00:00:00",TCS,321336292,karachi,"2018-07-16 00:00:00",+51
5005651693,299.00,141.00,158.00,"2018-07-26 00:00:00",TCS,375192492,karachi,"2018-07-13 00:00:00",+54
5005653876,397.29,239.00,158.29,"2018-07-26 00:00:00",TCS,395575492,karachi,"2018-07-14 00:00:00",+53
5005649899,644.00,486.00,158.00,"2018-07-26 00:00:00",TCS,378349362,karachi,"2018-07-09 00:00:00",+58
5005652056,935.00,343.00,592.00,"2018-07-26 00:00:00",TCS,376352492,karachi,"2018-07-13 00:00:00",+54
5005654263,998.00,840.00,158.00,"2018-07-26 00:00:00",TCS,398161492,karachi,"2018-07-14 00:00:00",+53
5005650824,1640.00,1245.00,395.00,"2018-07-26 00:00:00",TCS,345743362,karachi,"2018-07-12 00:00:00",+55
5005652415,524.00,366.00,158.00,"2018-07-26 00:00:00",TCS,382619492,karachi,"2018-07-12 00:00:00",+55
5005651254,441.33,262.00,179.33,"2018-07-26 00:00:00",TCS,357872492,karachi,"2018-07-13 00:00:00",+54
5005652792,407.00,249.00,158.00,"2018-07-26 00:00:00",TCS,391989492,karachi,"2018-07-13 00:00:00",+54
5005644784,801.00,658.00,143.00,"2018-07-30 00:00:00",TCS,323964162,karachi,"2018-07-04 00:00:00",+63
5005654767,394.00,215.00,179.00,"2018-07-26 00:00:00",TCS,313442292,karachi,"2018-07-16 00:00:00",+51
5005655237,500.00,233.00,267.00,"2018-07-26 00:00:00",TCS,349654292,karachi,"2018-07-14 00:00:00",+53
5005653165,1499.50,1342.00,157.50,"2018-07-26 00:00:00",TCS,383957492,karachi,"2018-07-13 00:00:00",+54
5005656149,551.53,177.00,374.53,"2018-07-26 00:00:00",TCS,323278292,karachi,"2018-07-17 00:00:00",+50
5005653587,634.00,455.00,179.00,"2018-07-26 00:00:00",TCS,348955492,karachi,"2018-07-16 00:00:00",+51
5005645838,555.00,397.00,158.00,"2018-07-30 00:00:00",TCS,392762162,karachi,"2018-07-04 00:00:00",+63
5004756600,1299.00,1140.00,159.00,"2018-07-26 00:00:00",TCS,376915292,karachi,"2018-07-17 00:00:00",+50
5005651747,344.75,187.00,157.75,"2018-07-26 00:00:00",TCS,381714492,karachi,"2018-07-11 00:00:00",+56
5005653948,1980.03,1605.00,375.03,"2018-07-26 00:00:00",TCS,384823492,karachi,"2018-07-16 00:00:00",+51
5005650135,1598.00,1440.00,158.00,"2018-07-26 00:00:00",TCS,376465362,karachi,"2018-07-13 00:00:00",+54
5005652114,598.00,440.00,158.00,"2018-07-26 00:00:00",TCS,387184492,karachi,"2018-07-17 00:00:00",+50
5005654324,618.90,461.00,157.90,"2018-07-26 00:00:00",TCS,387773492,karachi,"2018-07-14 00:00:00",+53
5005650906,349.50,171.00,178.50,"2018-07-26 00:00:00",TCS,328733362,karachi,"2018-07-11 00:00:00",+56
5005652493,433.12,275.00,158.12,"2018-07-26 00:00:00",TCS,347728492,karachi,"2018-07-12 00:00:00",+55
5005651322,323.87,166.00,157.87,"2018-07-26 00:00:00",TCS,333252492,karachi,"2018-07-10 00:00:00",+57
5005652844,344.00,186.00,158.00,"2018-07-26 00:00:00",TCS,386518492,karachi,"2018-07-12 00:00:00",+55
5005645595,383.09,240.00,143.09,"2018-07-30 00:00:00",TCS,386284162,karachi,"2018-07-04 00:00:00",+63
5005654874,674.00,516.00,158.00,"2018-07-26 00:00:00",TCS,384564292,karachi,"2018-07-16 00:00:00",+51
5005655326,817.29,530.00,287.29,"2018-07-26 00:00:00",TCS,395286292,karachi,"2018-07-16 00:00:00",+51
5005653242,764.00,152.00,612.00,"2018-07-26 00:00:00",TCS,355895492,karachi,"2018-07-12 00:00:00",+55
5004756193,229.00,70.00,159.00,"2018-07-30 00:00:00",TCS,385414162,karachi,"2018-07-03 00:00:00",+64
5005653651,699.75,521.00,178.75,"2018-07-26 00:00:00",TCS,362935492,karachi,"2018-07-16 00:00:00",+51
5005646907,615.33,457.00,158.33,"2018-07-26 00:00:00",TCS,351777162,karachi,"2018-07-04 00:00:00",+63
5005651811,1997.00,1839.00,158.00,"2018-07-26 00:00:00",TCS,371686492,karachi,"2018-07-12 00:00:00",+55
5005654022,389.00,210.00,179.00,"2018-07-26 00:00:00",TCS,344663492,karachi,"2018-07-14 00:00:00",+53
5005650309,1299.00,1141.00,158.00,"2018-07-26 00:00:00",TCS,399375362,karachi,"2018-07-11 00:00:00",+56
5005652179,837.50,246.00,591.50,"2018-07-26 00:00:00",TCS,337829492,karachi,"2018-07-12 00:00:00",+55
5005650989,396.51,218.00,178.51,"2018-07-26 00:00:00",TCS,372283362,karachi,"2018-07-11 00:00:00",+56
5005652565,400.00,242.00,158.00,"2018-07-26 00:00:00",TCS,381688492,karachi,"2018-07-13 00:00:00",+54
5005651399,1298.00,1140.00,158.00,"2018-07-26 00:00:00",TCS,389423362,karachi,"2018-07-12 00:00:00",+55
5005652898,307.90,41.00,266.90,"2018-07-26 00:00:00",TCS,351927492,karachi,"2018-07-11 00:00:00",+56
5005646139,232.17,74.00,158.17,"2018-07-30 00:00:00",TCS,326268162,karachi,"2018-07-04 00:00:00",+63
5005645977,288.00,145.00,143.00,"2018-07-30 00:00:00",TCS,379469162,karachi,"2018-07-04 00:00:00",+63
5005654440,234.00,76.00,158.00,"2018-07-26 00:00:00",TCS,393624292,karachi,"2018-07-14 00:00:00",+53
5005654952,2239.76,2082.00,157.76,"2018-07-26 00:00:00",TCS,342352292,karachi,"2018-07-16 00:00:00",+51
5005652939,1196.00,929.00,267.00,"2018-07-26 00:00:00",TCS,388789492,karachi,"2018-07-16 00:00:00",+51
5005655422,1228.48,1070.00,158.48,"2018-07-26 00:00:00",TCS,395156292,karachi,"2018-07-16 00:00:00",+51
5005653314,250.00,92.00,158.00,"2018-07-26 00:00:00",TCS,387897492,karachi,"2018-07-15 00:00:00",+52
5005644562,2315.19,2157.00,158.19,"2018-07-30 00:00:00",TCS,396233562,karachi,"2018-07-04 00:00:00",+63
5005651456,529.60,372.00,157.60,"2018-07-26 00:00:00",TCS,381412492,karachi,"2018-07-14 00:00:00",+53
5005653713,798.00,206.00,592.00,"2018-07-26 00:00:00",TCS,388261492,karachi,"2018-07-14 00:00:00",+53
5005648450,794.00,636.00,158.00,"2018-07-26 00:00:00",TCS,346562362,karachi,"2018-07-09 00:00:00",+58
5005651876,189.80,32.00,157.80,"2018-07-26 00:00:00",TCS,389476492,karachi,"2018-07-12 00:00:00",+55
5005654096,334.18,155.00,179.18,"2018-07-26 00:00:00",TCS,352163492,karachi,"2018-07-16 00:00:00",+51
5005650439,612.27,433.00,179.27,"2018-07-26 00:00:00",TCS,381455362,karachi,"2018-07-10 00:00:00",+57
5005652233,1259.50,648.00,611.50,"2018-07-26 00:00:00",TCS,386599492,karachi,"2018-07-13 00:00:00",+54
5005651049,243.17,85.00,158.17,"2018-07-26 00:00:00",TCS,373384492,karachi,"2018-07-14 00:00:00",+53
5005652633,840.00,682.00,158.00,"2018-07-26 00:00:00",TCS,371578492,karachi,"2018-07-12 00:00:00",+55
5005646270,337.34,179.00,158.34,"2018-07-30 00:00:00",TCS,326268162,karachi,"2018-07-03 00:00:00",+64
5005646616,595.00,452.00,143.00,"2018-07-30 00:00:00",TCS,369578162,karachi,"2018-07-04 00:00:00",+63
5005654521,316.10,158.00,158.10,"2018-07-26 00:00:00",TCS,391844292,karachi,"2018-07-14 00:00:00",+53
5005655043,865.33,707.00,158.33,"2018-07-26 00:00:00",TCS,386862292,karachi,"2018-07-16 00:00:00",+51
5005652988,494.00,336.00,158.00,"2018-07-26 00:00:00",TCS,323987492,karachi,"2018-07-13 00:00:00",+54
5005655602,337.50,180.00,157.50,"2018-07-26 00:00:00",TCS,399989292,karachi,"2018-07-16 00:00:00",+51
5005653390,1304.00,1125.00,179.00,"2018-07-26 00:00:00",TCS,334918492,karachi,"2018-07-14 00:00:00",+53
5005645413,775.90,509.00,266.90,"2018-07-30 00:00:00",TCS,374666162,karachi,"2018-07-04 00:00:00",+63
5004756345,799.00,512.00,287.00,"2018-07-26 00:00:00",TCS,324537492,karachi,"2018-07-14 00:00:00",+53
5005651538,1228.27,724.00,504.27,"2018-07-26 00:00:00",TCS,385854492,karachi,"2018-07-13 00:00:00",+54
5005653767,754.60,488.00,266.60,"2018-07-26 00:00:00",TCS,318881492,karachi,"2018-07-12 00:00:00",+55
5005649083,1000.00,496.00,504.00,"2018-07-26 00:00:00",TCS,362786362,karachi,"2018-07-10 00:00:00",+57
5005651951,578.43,420.00,158.43,"2018-07-26 00:00:00",TCS,378412492,karachi,"2018-07-11 00:00:00",+56
5005654146,1301.58,1123.00,178.58,"2018-07-26 00:00:00",TCS,336713492,karachi,"2018-07-16 00:00:00",+51
5005650569,965.33,786.00,179.33,"2018-07-26 00:00:00",TCS,331421362,karachi,"2018-07-10 00:00:00",+57
5005652294,187.50,30.00,157.50,"2018-07-26 00:00:00",TCS,331199492,karachi,"2018-07-12 00:00:00",+55
5005651108,323.40,165.00,158.40,"2018-07-26 00:00:00",TCS,395514492,karachi,"2018-07-12 00:00:00",+55
5005652693,401.33,243.00,158.33,"2018-07-26 00:00:00",TCS,374968492,karachi,"2018-07-12 00:00:00",+55
5005646477,389.86,211.00,178.86,"2018-07-30 00:00:00",TCS,321989162,karachi,"2018-07-04 00:00:00",+63
5005654612,365.33,186.00,179.33,"2018-07-26 00:00:00",TCS,314474292,karachi,"2018-07-14 00:00:00",+53
5005655129,488.50,309.00,179.50,"2018-07-26 00:00:00",TCS,355772292,karachi,"2018-07-16 00:00:00",+51
5005653049,765.33,586.00,179.33,"2018-07-26 00:00:00",TCS,381877492,karachi,"2018-07-14 00:00:00",+53
5005655765,2172.11,1471.00,701.11,"2018-07-26 00:00:00",TCS,375159292,karachi,"2018-07-17 00:00:00",+50
5005653464,300.00,142.00,158.00,"2018-07-26 00:00:00",TCS,391589492,karachi,"2018-07-14 00:00:00",+53
5005645580,1144.00,986.00,158.00,"2018-07-30 00:00:00",TCS,393766162,karachi,"2018-07-04 00:00:00",+63
5004756396,522.27,363.00,159.27,"2018-07-26 00:00:00",TCS,313893492,karachi,"2018-07-13 00:00:00",+54
5005651631,588.00,430.00,158.00,"2018-07-26 00:00:00",TCS,385576492,karachi,"2018-07-12 00:00:00",+55
5005653817,2459.20,1758.00,701.20,"2018-07-26 00:00:00",TCS,385391492,karachi,"2018-07-14 00:00:00",+53
5005649572,1704.00,1112.00,592.00,"2018-07-26 00:00:00",TCS,347558362,karachi,"2018-07-09 00:00:00",+58
5005652010,998.00,840.00,158.00,"2018-07-26 00:00:00",TCS,388926492,karachi,"2018-07-11 00:00:00",+56
5005654200,281.44,123.00,158.44,"2018-07-26 00:00:00",TCS,333613492,karachi,"2018-07-14 00:00:00",+53
5005650693,938.80,781.00,157.80,"2018-07-26 00:00:00",TCS,387143362,karachi,"2018-07-11 00:00:00",+56
5005652353,1515.58,1337.00,178.58,"2018-07-26 00:00:00",TCS,329379492,karachi,"2018-07-12 00:00:00",+55
5005651184,1745.00,1566.00,179.00,"2018-07-26 00:00:00",TCS,377663362,karachi,"2018-07-12 00:00:00",+55
5005652743,837.50,659.00,178.50,"2018-07-26 00:00:00",TCS,387427492,karachi,"2018-07-12 00:00:00",+55
5005646674,237.00,79.00,158.00,"2018-07-30 00:00:00",TCS,397679162,karachi,"2018-07-04 00:00:00",+63
5005654685,2110.82,1844.00,266.82,"2018-07-26 00:00:00",TCS,388493492,karachi,"2018-07-16 00:00:00",+51
5005655192,695.00,537.00,158.00,"2018-07-26 00:00:00",TCS,348332292,karachi,"2018-07-17 00:00:00",+50
5005653114,665.33,507.00,158.33,"2018-07-26 00:00:00",TCS,361837492,karachi,"2018-07-12 00:00:00",+55
5005655930,811.32,544.00,267.32,"2018-07-26 00:00:00",TCS,326939292,karachi,"2018-07-17 00:00:00",+50
5005653535,772.57,594.00,178.57,"2018-07-26 00:00:00",TCS,376835492,karachi,"2018-07-14 00:00:00",+53
5005645732,179.50,22.00,157.50,"2018-07-30 00:00:00",TCS,397512162,karachi,"2018-07-03 00:00:00",+64
5004756468,538.00,251.00,287.00,"2018-07-26 00:00:00",TCS,312379292,karachi,"2018-07-16 00:00:00",+51
5005651696,253.43,95.00,158.43,"2018-07-26 00:00:00",TCS,378412492,karachi,"2018-07-12 00:00:00",+55
5005653880,351.33,193.00,158.33,"2018-07-26 00:00:00",TCS,383431492,karachi,"2018-07-16 00:00:00",+51
5005649924,166.33,8.00,158.33,"2018-07-26 00:00:00",TCS,383177362,karachi,"2018-07-11 00:00:00",+56
5005652063,248.00,90.00,158.00,"2018-07-26 00:00:00",TCS,375253362,karachi,"2018-07-11 00:00:00",+56
5005654271,1097.50,940.00,157.50,"2018-07-26 00:00:00",TCS,373153492,karachi,"2018-07-14 00:00:00",+53
5005650829,798.00,640.00,158.00,"2018-07-26 00:00:00",TCS,393173362,karachi,"2018-07-14 00:00:00",+53
5005652424,242.75,64.00,178.75,"2018-07-26 00:00:00",TCS,341339492,karachi,"2018-07-16 00:00:00",+51
5005651259,324.75,167.00,157.75,"2018-07-26 00:00:00",TCS,398252492,karachi,"2018-07-12 00:00:00",+55
5005652795,698.00,540.00,158.00,"2018-07-26 00:00:00",TCS,371447492,karachi,"2018-07-13 00:00:00",+54
5005644888,985.00,711.00,274.00,"2018-07-30 00:00:00",TCS,389833562,karachi,"2018-07-03 00:00:00",+64
5005654773,1066.33,908.00,158.33,"2018-07-26 00:00:00",TCS,393842292,karachi,"2018-07-16 00:00:00",+51
5005655242,220.06,62.00,158.06,"2018-07-26 00:00:00",TCS,378426292,karachi,"2018-07-16 00:00:00",+51
5005653174,352.24,194.00,158.24,"2018-07-26 00:00:00",TCS,385845492,karachi,"2018-07-13 00:00:00",+54
5005656280,194.00,15.00,179.00,"2018-07-26 00:00:00",TCS,333267292,karachi,"2018-07-17 00:00:00",+50
5005653593,898.00,740.00,158.00,"2018-07-26 00:00:00",TCS,396757492,karachi,"2018-07-14 00:00:00",+53
5005645850,1550.24,1371.00,179.24,"2018-07-30 00:00:00",TCS,321989162,karachi,"2018-07-04 00:00:00",+63
5004756607,798.00,639.00,159.00,"2018-07-26 00:00:00",TCS,369221292,karachi,"2018-07-17 00:00:00",+50
